name,smiles
(Z)-2-(5-(naphthalen-1-ylmethylene)-4-oxo-2-thioxothiazolidin-3-yl)propanoic acid,CC(C(=O)O)N1C(=O)/C(=C/c2cccc3ccccc23)SC1=S
(Z)-2-(5-benzylidene-4-oxo-2-thioxothiazolidin-3-yl)-3-methylbutanoic acid,CC(C)C(C(=O)O)N1C(=O)/C(=C/c2ccccc2)SC1=S
(Z)-2-(5-benzylidene-4-oxo-2-thioxothiazolidin-3-yl)-3-phenylpropanoic acid,O=C(O)C(Cc1ccccc1)N1C(=O)/C(=C/c2ccccc2)SC1=S
(Z)-2-(5-benzylidene-4-oxo-2-thioxothiazolidin-3-yl)-N-cyclohexylacetamide,O=C(CN1C(=O)/C(=C/c2ccccc2)SC1=S)NC1CCCCC1
"(Z)-2-(5-bromo-2-methoxybenzylidene)-3-oxo-2,3-dihydrobenzofuran-6-yl acetate",COc1ccc(Br)cc1/C=C1\Oc2cc(OC(C)=O)ccc2C1=O
"(Z)-2-(5-bromo-2-methoxybenzylidene)-3-oxo-2,3-dihydrobenzofuran-6-yl cyclopropanecarboxylate",COc1ccc(Br)cc1/C=C1\Oc2cc(OC(=O)C3CC3)ccc2C1=O
"(Z)-2-(5-bromo-2-methoxybenzylidene)-3-oxo-2,3-dihydrobenzofuran-6-yl propionate",CCC(=O)Oc1ccc2c(c1)O/C(=C\c1cc(Br)ccc1OC)C2=O
(Z)-2-(5-bromo-2-methoxybenzylidene)-6-(2-oxopropoxy)benzofuran-3(2H)-one,COc1ccc(Br)cc1/C=C1\Oc2cc(OCC(C)=O)ccc2C1=O
(Z)-2-(5-bromo-2-methoxybenzylidene)-6-ethoxybenzofuran-3(2H)-one,CCOc1ccc2c(c1)O/C(=C\c1cc(Br)ccc1OC)C2=O
(Z)-2-(5-bromo-2-methoxybenzylidene)-6-hydroxy-7-((4-methylpiperazin-1-yl)methyl)benzofuran-3(2H)-one,COc1ccc(Br)cc1/C=C1\Oc2c(ccc(O)c2CN2CCN(C)CC2)C1=O
(Z)-2-(5-bromo-2-methoxybenzylidene)-6-hydroxy-7-(pyrrolidin-1-ylmethyl)benzofuran-3(2H)-one,COc1ccc(Br)cc1/C=C1\Oc2c(ccc(O)c2CN2CCCC2)C1=O
(Z)-2-(5-bromo-2-methoxybenzylidene)-6-hydroxybenzofuran-3(2H)-one,COc1ccc(Br)cc1/C=C1\Oc2cc(O)ccc2C1=O
(Z)-2-(5-bromo-2-methoxybenzylidene)-6-methoxybenzofuran-3(2H)-one,COc1ccc2c(c1)O/C(=C\c1cc(Br)ccc1OC)C2=O
(Z)-2-(5-bromo-2-methoxybenzylidene)-7-((dimethylamino)methyl)-6-hydroxybenzofuran-3(2H)-one,COc1ccc(Br)cc1/C=C1\Oc2c(ccc(O)c2CN(C)C)C1=O
"(Z)-2-(benzo[d][1,3]dioxol-5-ylmethylene)-3-oxo-2,3-dihydrobenzofuran-6-yl pivalate",CC(C)(C)C(=O)Oc1ccc2c(c1)O/C(=C\c1ccc3c(c1)OCO3)C2=O
"(Z)-2-(benzo[d][1,3]dioxol-5-ylmethylene)-7-methyl-3-oxo-2,3-dihydrobenzofuran-6-yl acetate",CC(=O)Oc1ccc2c(c1C)O/C(=C\c1ccc3c(c1)OCO3)C2=O
(Z)-2-(dimethylamino)ethyl 3-(5-benzylidene-4-oxo-2-thioxothiazolidin-3-yl)propanoate hydrochloride,CN(C)CCOC(=O)CCN1C(=O)/C(=C/c2ccccc2)SC1=S.Cl
(Z)-2-(dimethylamino)ethyl 6-(5-benzylidene-4-oxo-2-thioxothiazolidin-3-yl)hexanoate hydrochloride,CN(C)CCOC(=O)CCCCCN1C(=O)/C(=C/c2ccccc2)SC1=S.Cl
(Z)-2-amino-5-(3-methoxybenzylidene)thiazol-4(5H)-one,COc1cccc(/C=C2\SC(N)=NC2=O)c1
"(Z)-2-benzylidene-3-oxo-2,3-dihydrobenzofuran-6-yl 3,4,5-trimethoxybenzoate",COc1cc(C(=O)Oc2ccc3c(c2)O/C(=C\c2ccccc2)C3=O)cc(OC)c1OC
"(Z)-2-benzylidene-3-oxo-2,3-dihydrobenzofuran-6-yl acetate",CC(=O)Oc1ccc2c(c1)O/C(=C\c1ccccc1)C2=O
(Z)-2-benzylidene-6-((2-methylallyl)oxy)benzofuran-3(2H)-one,C=C(C)COc1ccc2c(c1)O/C(=C\c1ccccc1)C2=O
(Z)-2-benzylidene-6-((3-methylbut-2-en-1-yl)oxy)benzofuran-3(2H)-one,CC(C)=CCOc1ccc2c(c1)O/C(=C\c1ccccc1)C2=O
(Z)-2-benzylidene-6-(2-oxopropoxy)benzofuran-3(2H)-one,CC(=O)COc1ccc2c(c1)O/C(=C\c1ccccc1)C2=O
"(Z)-2-hydroxy-5-(2-(5-(2-methoxybenzylidene)-2,4-dioxothiazolidin-3-yl)acetamido)benzoic acid",COc1ccccc1/C=C1\SC(=O)N(CC(=O)Nc2ccc(O)c(C(=O)O)c2)C1=O
(Z)-2-methoxy-4-((6-methoxy-3-oxobenzofuran-2(3H)-ylidene)methyl)phenyl dimethylcarbamate,COc1ccc2c(c1)O/C(=C\c1ccc(OC(=O)N(C)C)c(OC)c1)C2=O
"(Z)-2-methoxyethyl 2-(3-methoxybenzylidene)-5-(4-methoxyphenyl)-7-methyl-3-oxo-3,5-dihydro-2H-thiazolo[3,2-a]pyrimidine-6-carboxylate",COCCOC(=O)C1=C(C)N=c2s/c(=C\c3cccc(OC)c3)c(=O)n2C1c1ccc(OC)cc1
"(Z)-3-(1,1-dioxidotetrahydrothiophen-3-yl)-5-((3-(2-methyl-2,3-dihydrobenzofuran-5-yl)-1-phenyl-1H-pyrazol-4-yl)methylene)-2-thioxothiazolidin-4-one",CC1Cc2cc(-c3nn(-c4ccccc4)cc3/C=C3\SC(=S)N(C4CCS(=O)(=O)C4)C3=O)ccc2O1
"(Z)-3-(2,3-dimethylphenyl)-5-((E)-3-(furan-2-yl)allylidene)-2-thioxothiazolidin-4-one",Cc1cccc(N2C(=O)/C(=C/C=C/c3ccco3)SC2=S)c1C
"(Z)-3-(3,4-dimethylphenyl)-5-(1-methyl-2-oxoindolin-3-ylidene)-2-thioxothiazolidin-4-one",Cc1ccc(N2C(=O)/C(=C3/C(=O)N(C)c4ccccc43)SC2=S)cc1C
(Z)-3-(3-hydroxyphenyl)-5-((E)-3-phenylallylidene)-2-thioxothiazolidin-4-one,O=C1/C(=C/C=C/c2ccccc2)SC(=S)N1c1cccc(O)c1
(Z)-3-(4-(diethylamino)phenyl)-5-((E)-3-(furan-2-yl)allylidene)-2-thioxothiazolidin-4-one,CCN(CC)c1ccc(N2C(=O)/C(=C/C=C/c3ccco3)SC2=S)cc1
(Z)-3-(4-chlorophenyl)-5-((E)-3-(furan-2-yl)allylidene)-2-thioxothiazolidin-4-one,O=C1/C(=C/C=C/c2ccco2)SC(=S)N1c1ccc(Cl)cc1
(Z)-3-(4-ethoxyphenyl)-5-((E)-3-(furan-2-yl)allylidene)-2-thioxothiazolidin-4-one,CCOc1ccc(N2C(=O)/C(=C/C=C/c3ccco3)SC2=S)cc1
(Z)-3-(4-ethoxyphenyl)-5-(furan-2-ylmethylene)-2-thioxothiazolidin-4-one,CCOc1ccc(N2C(=O)/C(=C/c3ccco3)SC2=S)cc1
(Z)-3-(4-hydroxyphenyl)-5-(1-methyl-2-oxoindolin-3-ylidene)-2-thioxothiazolidin-4-one,CN1C(=O)/C(=C2\SC(=S)N(c3ccc(O)cc3)C2=O)c2ccccc21
(Z)-3-(4-oxo-2-thioxo-5-((5-(p-tolyl)furan-2-yl)methylene)thiazolidin-3-yl)propanoic acid,Cc1ccc(-c2ccc(/C=C3\SC(=S)N(CCC(=O)O)C3=O)o2)cc1
"(Z)-3-(5-((5-(2,4-dichlorophenyl)furan-2-yl)methylene)-4-oxo-2-thioxothiazolidin-3-yl)propanoic acid",O=C(O)CCN1C(=O)/C(=C/c2ccc(-c3ccc(Cl)cc3Cl)o2)SC1=S
(Z)-3-(5-((5-(2-fluorophenyl)furan-2-yl)methylene)-4-oxo-2-thioxothiazolidin-3-yl)propanoic acid,O=C(O)CCN1C(=O)/C(=C/c2ccc(-c3ccccc3F)o2)SC1=S
(Z)-3-(5-((5-(4-bromophenyl)furan-2-yl)methylene)-4-oxo-2-thioxothiazolidin-3-yl)propanoic acid,O=C(O)CCN1C(=O)/C(=C/c2ccc(-c3ccc(Br)cc3)o2)SC1=S
(Z)-3-(5-(3-bromobenzylidene)-4-oxo-2-thioxothiazolidin-3-yl)-N-ethyl-N-(2-hydroxyethyl)propanamide,CCN(CCO)C(=O)CCN1C(=O)/C(=C/c2cccc(Br)c2)SC1=S
(Z)-3-(5-(3-bromobenzylidene)-4-oxo-2-thioxothiazolidin-3-yl)propanoic acid,O=C(O)CCN1C(=O)/C(=C/c2cccc(Br)c2)SC1=S
(Z)-3-(5-(4-ethylbenzylidene)-4-oxo-2-thioxothiazolidin-3-yl)-N-(3-morpholinopropyl)propanamide,CCc1ccc(/C=C2\SC(=S)N(CCC(=O)NCCCN3CCOCC3)C2=O)cc1
(Z)-3-(5-(4-methoxybenzylidene)-4-oxo-2-thioxothiazolidin-3-yl)propanamide,COc1ccc(/C=C2\SC(=S)N(CCC(N)=O)C2=O)cc1
(Z)-3-(5-(5-bromo-1-hexyl-2-oxoindolin-3-ylidene)-4-oxo-2-thioxothiazolidin-3-yl)propanoic acid,CCCCCCN1C(=O)/C(=C2\SC(=S)N(CCC(=O)O)C2=O)c2cc(Br)ccc21
(Z)-3-(5-benzylidene-4-oxo-2-thioxothiazolidin-3-yl)-N-(tert-butyl)propanamide,CC(C)(C)NC(=O)CCN1C(=O)/C(=C/c2ccccc2)SC1=S
(Z)-3-(5-benzylidene-4-oxo-2-thioxothiazolidin-3-yl)-N-phenylpropanamide,O=C(CCN1C(=O)/C(=C/c2ccccc2)SC1=S)Nc1ccccc1
(Z)-3-(5-benzylidene-4-oxo-2-thioxothiazolidin-3-yl)propanoic acid,O=C(O)CCN1C(=O)/C(=C/c2ccccc2)SC1=S
"(Z)-3-(benzo[d][1,3]dioxol-5-yl)-5-((E)-3-(furan-2-yl)allylidene)-2-thioxothiazolidin-4-one",O=C1/C(=C/C=C/c2ccco2)SC(=S)N1c1ccc2c(c1)OCO2
"(Z)-3-(benzo[d][1,3]dioxol-5-yl)-N-(4-(pyridin-3-yl)thiazol-2-yl)acrylamide",O=C(/C=C\c1ccc2c(c1)OCO2)Nc1nc(-c2cccnc2)cs1
(Z)-3-(furan-2-ylmethyl)-5-(3-methoxy-4-((4-methylbenzyl)oxy)benzylidene)-2-thioxothiazolidin-4-one,COc1cc(/C=C2\SC(=S)N(Cc3ccco3)C2=O)ccc1OCc1ccc(C)cc1
(Z)-3-cyclopentyl-5-((1-phenyl-3-(thiophen-2-yl)-1H-pyrazol-4-yl)methylene)-2-thioxothiazolidin-4-one,O=C1/C(=C/c2cn(-c3ccccc3)nc2-c2cccs2)SC(=S)N1C1CCCC1
(Z)-3-cyclopentyl-5-((5-phenylfuran-2-yl)methylene)-2-thioxothiazolidin-4-one,O=C1/C(=C/c2ccc(-c3ccccc3)o2)SC(=S)N1C1CCCC1
(Z)-3-cyclopentyl-5-(1-(4-methylbenzyl)-2-oxoindolin-3-ylidene)-2-thioxothiazolidin-4-one,Cc1ccc(CN2C(=O)/C(=C3\SC(=S)N(C4CCCC4)C3=O)c3ccccc32)cc1
(Z)-3-cyclopentyl-5-(pyridin-3-ylmethylene)-2-thioxothiazolidin-4-one,O=C1/C(=C/c2cccnc2)SC(=S)N1C1CCCC1
"(Z)-3-oxo-2-(2,3,4-trimethoxybenzylidene)-2,3-dihydrobenzofuran-6-yl 3,4-dimethoxybenzoate",COc1ccc(C(=O)Oc2ccc3c(c2)O/C(=C\c2ccc(OC)c(OC)c2OC)C3=O)cc1OC
"(Z)-3-oxo-2-(2,3,4-trimethoxybenzylidene)-2,3-dihydrobenzofuran-6-yl 3-methoxybenzoate",COc1cccc(C(=O)Oc2ccc3c(c2)O/C(=C\c2ccc(OC)c(OC)c2OC)C3=O)c1
"(Z)-3-oxo-2-(2,3,4-trimethoxybenzylidene)-2,3-dihydrobenzofuran-6-yl 4-methoxybenzoate",COc1ccc(C(=O)Oc2ccc3c(c2)O/C(=C\c2ccc(OC)c(OC)c2OC)C3=O)cc1
"(Z)-3-oxo-2-(2,3,4-trimethoxybenzylidene)-2,3-dihydrobenzofuran-6-yl benzoate",COc1ccc(/C=C2\Oc3cc(OC(=O)c4ccccc4)ccc3C2=O)c(OC)c1OC
"(Z)-3-oxo-2-(2,3,4-trimethoxybenzylidene)-2,3-dihydrobenzofuran-6-yl dimethylcarbamate",COc1ccc(/C=C2\Oc3cc(OC(=O)N(C)C)ccc3C2=O)c(OC)c1OC
"(Z)-3-oxo-2-(2,3,4-trimethoxybenzylidene)-2,3-dihydrobenzofuran-6-yl isobutyrate",COc1ccc(/C=C2\Oc3cc(OC(=O)C(C)C)ccc3C2=O)c(OC)c1OC
"(Z)-3-oxo-2-(2,3,4-trimethoxybenzylidene)-2,3-dihydrobenzofuran-6-yl propionate",CCC(=O)Oc1ccc2c(c1)O/C(=C\c1ccc(OC)c(OC)c1OC)C2=O
"(Z)-3-oxo-2-(2,4,5-trimethoxybenzylidene)-2,3-dihydrobenzofuran-6-yl 3,4-dimethoxybenzoate",COc1cc(OC)c(OC)cc1/C=C1\Oc2cc(OC(=O)c3ccc(OC)c(OC)c3)ccc2C1=O
"(Z)-3-oxo-2-(2,4,5-trimethoxybenzylidene)-2,3-dihydrobenzofuran-6-yl dimethylcarbamate",COc1cc(OC)c(OC)cc1/C=C1\Oc2cc(OC(=O)N(C)C)ccc2C1=O
"(Z)-3-oxo-2-(2,4,5-trimethoxybenzylidene)-2,3-dihydrobenzofuran-6-yl isobutyrate",COc1cc(OC)c(OC)cc1/C=C1\Oc2cc(OC(=O)C(C)C)ccc2C1=O
"(Z)-3-oxo-2-(2,4,5-trimethoxybenzylidene)-2,3-dihydrobenzofuran-6-yl propionate",CCC(=O)Oc1ccc2c(c1)O/C(=C\c1cc(OC)c(OC)cc1OC)C2=O
"(Z)-3-oxo-2-(3,4,5-trimethoxybenzylidene)-2,3-dihydrobenzofuran-6-yl 2,6-dimethoxybenzoate",COc1cc(/C=C2\Oc3cc(OC(=O)c4c(OC)cccc4OC)ccc3C2=O)cc(OC)c1OC
"(Z)-3-oxo-2-(3,4,5-trimethoxybenzylidene)-2,3-dihydrobenzofuran-6-yl 2-methoxybenzoate",COc1ccccc1C(=O)Oc1ccc2c(c1)O/C(=C\c1cc(OC)c(OC)c(OC)c1)C2=O
"(Z)-3-oxo-2-(3,4,5-trimethoxybenzylidene)-2,3-dihydrobenzofuran-6-yl 3,4-dimethoxybenzoate",COc1ccc(C(=O)Oc2ccc3c(c2)O/C(=C\c2cc(OC)c(OC)c(OC)c2)C3=O)cc1OC
"(Z)-3-oxo-2-(3,4,5-trimethoxybenzylidene)-2,3-dihydrobenzofuran-6-yl 3-methoxybenzoate",COc1cccc(C(=O)Oc2ccc3c(c2)O/C(=C\c2cc(OC)c(OC)c(OC)c2)C3=O)c1
"(Z)-3-oxo-2-(3,4,5-trimethoxybenzylidene)-2,3-dihydrobenzofuran-6-yl 4-chlorobutanoate",COc1cc(/C=C2\Oc3cc(OC(=O)CCCCl)ccc3C2=O)cc(OC)c1OC
"(Z)-3-oxo-2-(3,4,5-trimethoxybenzylidene)-2,3-dihydrobenzofuran-6-yl 4-methoxybenzoate",COc1ccc(C(=O)Oc2ccc3c(c2)O/C(=C\c2cc(OC)c(OC)c(OC)c2)C3=O)cc1
"(Z)-3-oxo-2-(3,4,5-trimethoxybenzylidene)-2,3-dihydrobenzofuran-6-yl benzoate",COc1cc(/C=C2\Oc3cc(OC(=O)c4ccccc4)ccc3C2=O)cc(OC)c1OC
"(Z)-3-oxo-2-(3,4,5-trimethoxybenzylidene)-2,3-dihydrobenzofuran-6-yl cyclopropanecarboxylate",COc1cc(/C=C2\Oc3cc(OC(=O)C4CC4)ccc3C2=O)cc(OC)c1OC
"(Z)-3-oxo-2-(pyridin-3-ylmethylene)-2,3-dihydrobenzofuran-6-yl acetate",CC(=O)Oc1ccc2c(c1)O/C(=C\c1cccnc1)C2=O
"(Z)-3-phenyl-N-((2,3,4,9-tetrahydro-1H-carbazol-6-yl)methyl)acrylamide",O=C(/C=C\c1ccccc1)NCc1ccc2[nH]c3c(c2c1)CCCC3
(Z)-4-((3-(1-carboxy-2-methylpropyl)-4-oxo-2-thioxothiazolidin-5-ylidene)methyl)benzoic acid,CC(C)C(C(=O)O)N1C(=O)/C(=C/c2ccc(C(=O)O)cc2)SC1=S
(Z)-4-((3-(1-carboxy-2-phenylethyl)-4-oxo-2-thioxothiazolidin-5-ylidene)methyl)benzoic acid,O=C(O)c1ccc(/C=C2\SC(=S)N(C(Cc3ccccc3)C(=O)O)C2=O)cc1
"(Z)-4-(2-((2-(2-methoxybenzylidene)-3-oxo-2,3-dihydrobenzofuran-6-yl)oxy)acetyl)benzonitrile",COc1ccccc1/C=C1\Oc2cc(OCC(=O)c3ccc(C#N)cc3)ccc2C1=O
"(Z)-4-(2-(5-(furan-2-ylmethylene)-2,4-dioxothiazolidin-3-yl)acetamido)-2-hydroxybenzoic acid",O=C(CN1C(=O)S/C(=C\c2ccco2)C1=O)Nc1ccc(C(=O)O)c(O)c1
"(Z)-4-(3,4-dimethoxybenzylidene)-1,3-diphenyl-1H-pyrazol-5(4H)-one",COc1ccc(/C=C2\C(=O)N(c3ccccc3)N=C2c2ccccc2)cc1OC
(Z)-4-(4-hydroxy-3-methoxybenzylidene)-3-methyl-1-phenyl-1H-pyrazol-5(4H)-one,COc1cc(/C=C2\C(=O)N(c3ccccc3)N=C2C)ccc1O
(Z)-4-(4-hydroxybenzylidene)-3-methyl-1-phenyl-1H-pyrazol-5(4H)-one,CC1=NN(c2ccccc2)C(=O)/C1=C\c1ccc(O)cc1
"(Z)-4-(5-((5-(2,6-dichlorophenyl)furan-2-yl)methylene)-4-oxo-2-thioxothiazolidin-3-yl)butanoic acid",O=C(O)CCCN1C(=O)/C(=C/c2ccc(-c3c(Cl)cccc3Cl)o2)SC1=S
(Z)-4-(5-((5-(4-methoxyphenyl)furan-2-yl)methylene)-4-oxo-2-thioxothiazolidin-3-yl)butanoic acid,COc1ccc(-c2ccc(/C=C3\SC(=S)N(CCCC(=O)O)C3=O)o2)cc1
(Z)-4-(5-(4-fluorobenzylidene)-4-oxo-2-thioxothiazolidin-3-yl)butanoic acid,O=C(O)CCCN1C(=O)/C(=C/c2ccc(F)cc2)SC1=S
(Z)-4-(5-(4-methylbenzylidene)-4-oxo-2-thioxothiazolidin-3-yl)butanoic acid,Cc1ccc(/C=C2\SC(=S)N(CCCC(=O)O)C2=O)cc1
"(Z)-4-(5-(benzo[d][1,3]dioxol-5-ylmethylene)-4-oxo-2-thioxothiazolidin-3-yl)-N-(tert-butyl)butanamide",CC(C)(C)NC(=O)CCCN1C(=O)/C(=C/c2ccc3c(c2)OCO3)SC1=S
"(Z)-4-(5-(benzo[d][1,3]dioxol-5-ylmethylene)-4-oxo-2-thioxothiazolidin-3-yl)-N-butylbutanamide",CCCCNC(=O)CCCN1C(=O)/C(=C/c2ccc3c(c2)OCO3)SC1=S
(Z)-4-(5-benzylidene-4-oxo-2-thioxothiazolidin-3-yl)-N-(2-hydroxyphenyl)butanamide,O=C(CCCN1C(=O)/C(=C/c2ccccc2)SC1=S)Nc1ccccc1O
(Z)-4-(5-benzylidene-4-oxo-2-thioxothiazolidin-3-yl)-N-phenylbutanamide,O=C(CCCN1C(=O)/C(=C/c2ccccc2)SC1=S)Nc1ccccc1
(Z)-4-chloro-N-(3-((2-methoxyethyl)amino)-3-oxo-1-(3-phenoxyphenyl)prop-1-en-2-yl)benzamide,COCCNC(=O)/C(=C/c1cccc(Oc2ccccc2)c1)NC(=O)c1ccc(Cl)cc1
(Z)-4-methyl-2-(4-oxo-5-(pyridin-3-ylmethylene)-2-thioxothiazolidin-3-yl)pentanoic acid,CC(C)CC(C(=O)O)N1C(=O)/C(=C/c2cccnc2)SC1=S
(Z)-4-methyl-2-(5-(1-methyl-2-oxoindolin-3-ylidene)-4-oxo-2-thioxothiazolidin-3-yl)pentanoic acid,CC(C)CC(C(=O)O)N1C(=O)/C(=C2/C(=O)N(C)c3ccccc32)SC1=S
"(Z)-4-methyl-6-((2-methylallyl)oxy)-2-(3,4,5-trimethoxybenzylidene)benzofuran-3(2H)-one",C=C(C)COc1cc(C)c2c(c1)O/C(=C\c1cc(OC)c(OC)c(OC)c1)C2=O
"(Z)-5-((1,3-diphenyl-1H-pyrazol-4-yl)methylene)-3-((tetrahydrofuran-2-yl)methyl)-2-thioxothiazolidin-4-one",O=C1/C(=C/c2cn(-c3ccccc3)nc2-c2ccccc2)SC(=S)N1CC1CCCO1
"(Z)-5-((1,3-diphenyl-1H-pyrazol-4-yl)methylene)-3-(3-ethoxypropyl)-2-thioxothiazolidin-4-one",CCOCCCN1C(=O)/C(=C/c2cn(-c3ccccc3)nc2-c2ccccc2)SC1=S
"(Z)-5-((1-methyl-1H-indol-3-yl)methylene)-1-(o-tolyl)pyrimidine-2,4,6(1H,3H,5H)-trione",Cc1ccccc1N1C(=O)NC(=O)/C(=C/c2cn(C)c3ccccc23)C1=O
"(Z)-5-((1-methyl-1H-indol-3-yl)methylene)-1-(p-tolyl)pyrimidine-2,4,6(1H,3H,5H)-trione",Cc1ccc(N2C(=O)NC(=O)/C(=C/c3cn(C)c4ccccc34)C2=O)cc1
(Z)-5-((3-(3-fluoro-4-methylphenyl)-1-phenyl-1H-pyrazol-4-yl)methylene)-3-((tetrahydrofuran-2-yl)methyl)-2-thioxothiazolidin-4-one,Cc1ccc(-c2nn(-c3ccccc3)cc2/C=C2\SC(=S)N(CC3CCCO3)C2=O)cc1F
(Z)-5-((5-(4-ethylphenyl)furan-2-yl)methylene)-3-(furan-2-ylmethyl)-2-thioxothiazolidin-4-one,CCc1ccc(-c2ccc(/C=C3\SC(=S)N(Cc4ccco4)C3=O)o2)cc1
(Z)-5-((E)-3-(furan-2-yl)allylidene)-2-thioxo-3-(3-(trifluoromethyl)phenyl)thiazolidin-4-one,O=C1/C(=C/C=C/c2ccco2)SC(=S)N1c1cccc(C(F)(F)F)c1
(Z)-5-((E)-3-(furan-2-yl)allylidene)-2-thioxo-3-(p-tolyl)thiazolidin-4-one,Cc1ccc(N2C(=O)/C(=C/C=C/c3ccco3)SC2=S)cc1
(Z)-5-((E)-3-(furan-2-yl)allylidene)-3-(2-methoxyphenyl)-2-thioxothiazolidin-4-one,COc1ccccc1N1C(=O)/C(=C/C=C/c2ccco2)SC1=S
(Z)-5-(1-(2-fluorobenzyl)-2-oxoindolin-3-ylidene)-3-(3-methoxypropyl)-2-thioxothiazolidin-4-one,COCCCN1C(=O)/C(=C2/C(=O)N(Cc3ccccc3F)c3ccccc32)SC1=S
(Z)-5-(1-(4-methylbenzyl)-2-oxoindolin-3-ylidene)-3-((tetrahydrofuran-2-yl)methyl)-2-thioxothiazolidin-4-one,Cc1ccc(CN2C(=O)/C(=C3\SC(=S)N(CC4CCCO4)C3=O)c3ccccc32)cc1
(Z)-5-(1-acetyl-2-oxoindolin-3-ylidene)-3-(4-acetylphenyl)-2-thioxothiazolidin-4-one,CC(=O)c1ccc(N2C(=O)/C(=C3/C(=O)N(C(C)=O)c4ccccc43)SC2=S)cc1
(Z)-5-(1-allyl-2-oxoindolin-3-ylidene)-3-(4-methoxyphenethyl)-2-thioxothiazolidin-4-one,C=CCN1C(=O)/C(=C2\SC(=S)N(CCc3ccc(OC)cc3)C2=O)c2ccccc21
(Z)-5-(2-fluorobenzylidene)-3-(3-oxo-3-(pyrrolidin-1-yl)propyl)-2-thioxothiazolidin-4-one,O=C(CCN1C(=O)/C(=C/c2ccccc2F)SC1=S)N1CCCC1
(Z)-5-(2-methoxybenzylidene)-3-(3-oxo-3-(pyrrolidin-1-yl)propyl)-2-thioxothiazolidin-4-one,COc1ccccc1/C=C1\SC(=S)N(CCC(=O)N2CCCC2)C1=O
"(Z)-5-(3,4-dimethoxybenzylidene)-3-(4-(4-methylpiperidin-1-yl)-4-oxobutyl)-2-thioxothiazolidin-4-one",COc1ccc(/C=C2\SC(=S)N(CCCC(=O)N3CCC(C)CC3)C2=O)cc1OC
(Z)-5-(3-methoxybenzylidene)-3-(4-morpholino-4-oxobutyl)-2-thioxothiazolidin-4-one,COc1cccc(/C=C2\SC(=S)N(CCCC(=O)N3CCOCC3)C2=O)c1
(Z)-5-(3-methoxybenzylidene)-3-(4-oxo-4-(pyrrolidin-1-yl)butyl)-2-thioxothiazolidin-4-one,COc1cccc(/C=C2\SC(=S)N(CCCC(=O)N3CCCC3)C2=O)c1
(Z)-5-(4-(benzyloxy)-3-methoxybenzylidene)-3-(furan-2-ylmethyl)-2-thioxothiazolidin-4-one,COc1cc(/C=C2\SC(=S)N(Cc3ccco3)C2=O)ccc1OCc1ccccc1
(Z)-5-(4-(diethylamino)benzylidene)-3-isopropyl-2-thioxothiazolidin-4-one,CCN(CC)c1ccc(/C=C2\SC(=S)N(C(C)C)C2=O)cc1
(Z)-5-(4-chlorobenzylidene)-3-isopropyl-2-thioxothiazolidin-4-one,CC(C)N1C(=O)/C(=C/c2ccc(Cl)cc2)SC1=S
"(Z)-5-(4-Chlorobenzylidene)thiazolidine-2,4-dione",O=C1NC(=O)/C(=C/c2ccc(Cl)cc2)S1
"(Z)-5-(4-hydroxy-3-methoxybenzylidene)-3-(2-oxo-2-phenylethyl)thiazolidine-2,4-dione",COc1cc(/C=C2\SC(=O)N(CC(=O)c3ccccc3)C2=O)ccc1O
(Z)-5-(4-methoxybenzylidene)-3-(6-(4-methylpiperazin-1-yl)-6-oxohexyl)-2-thioxothiazolidin-4-one,COc1ccc(/C=C2\SC(=S)N(CCCCCC(=O)N3CCN(C)CC3)C2=O)cc1
(Z)-5-(4-methoxybenzylidene)-3-(6-morpholino-6-oxohexyl)-2-thioxothiazolidin-4-one,COc1ccc(/C=C2\SC(=S)N(CCCCCC(=O)N3CCOCC3)C2=O)cc1
(Z)-5-(4-methylbenzylidene)-3-(2-(4-methylpiperazin-1-yl)-2-oxoethyl)-2-thioxothiazolidin-4-one,Cc1ccc(/C=C2\SC(=S)N(CC(=O)N3CCN(C)CC3)C2=O)cc1
(Z)-5-(4-methylbenzylidene)-3-(3-oxo-3-(piperidin-1-yl)propyl)-2-thioxothiazolidin-4-one,Cc1ccc(/C=C2\SC(=S)N(CCC(=O)N3CCCCC3)C2=O)cc1
"(Z)-5-(benzo[d][1,3]dioxol-5-ylmethylene)-3-(4-oxo-4-(piperidin-1-yl)butyl)-2-thioxothiazolidin-4-one",O=C(CCCN1C(=O)/C(=C/c2ccc3c(c2)OCO3)SC1=S)N1CCCCC1
(Z)-5-(furan-2-ylmethylene)-3-(3-methoxyphenyl)-2-thioxothiazolidin-4-one,COc1cccc(N2C(=O)/C(=C/c3ccco3)SC2=S)c1
(Z)-5-benzylidene-3-(4-morpholino-4-oxobutyl)-2-thioxothiazolidin-4-one,O=C(CCCN1C(=O)/C(=C/c2ccccc2)SC1=S)N1CCOCC1
(Z)-5-benzylidene-3-(6-morpholino-6-oxohexyl)-2-thioxothiazolidin-4-one,O=C(CCCCCN1C(=O)/C(=C/c2ccccc2)SC1=S)N1CCOCC1
(Z)-5-benzylidene-3-ethyl-2-thioxothiazolidin-4-one,CCN1C(=O)/C(=C/c2ccccc2)SC1=S
(Z)-5-hydroxy-2-(2-hydroxybenzylidene)benzofuran-3(2H)-one,O=C1/C(=C/c2ccccc2O)Oc2ccc(O)cc21
